Date,Month_Year,Month_Name,Month_Num,Year,Week_Number,Day_of_Week,Is_Weekend,Hour,Time_Bucket,Transaction_Type,Transaction_ID,Vehicle_Number,Vehicle_State,Tag_ID,Group_Name,Plaza_Code,Plaza_Name,Debit_Amount,Spend_Tier,Opening_Balance,Closing_Balance,Round_Trip_Flag
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,0010032602120905457569,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,73003,Musunur Toll Plaza,225.0,Medium (₹100-300),632.9,407.9,Yes
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,006220888187,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,234002,Chagalmarri Toll Plaza,310.0,High (₹300-500),942.9,632.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,250402256037,KA01AQ6425,Karnataka,34161FA8203289DA1347C820,UNMAPPED GROUP,360028,SURAPATTU TOLLPLAZA,120.0,Medium (₹100-300),1062.9,942.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,8,2-Morning Peak (6-10am),Toll Txn,0010002602120819060393,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,73001,Bollapalli Toll Plaza,585.0,Very High (>₹500),1647.9,1062.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,0010032602120732042440,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,48003,Nellore Plaza NH 16,130.0,Medium (₹100-300),1777.9,1647.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,6,2-Morning Peak (6-10am),Toll Txn,0010022602120652208393,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,48002,Budhanam Plaza NH 16,180.0,Medium (₹100-300),1957.9,1777.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,6,2-Morning Peak (6-10am),Toll Txn,006220592037,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,352013,Chapirevula,430.0,High (₹300-500),2387.9,1957.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,6,2-Morning Peak (6-10am),Toll Txn,0010012602120627461532,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,375016,Gudipada orGangapada,390.0,High (₹300-500),2777.9,2387.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,5,1-Night (12am-6am),Toll Txn,536520B081202260522281,KA01AQ9271,Karnataka,34161FA8203289DA1347ECE0,UNMAPPED GROUP,536520,Manambadi,350.0,High (₹300-500),3127.9,2777.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,5,1-Night (12am-6am),Toll Txn,01000K2876242939157640,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,375011,Gurapali Toll Plaza,345.0,High (₹300-500),3472.9,3127.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,4,1-Night (12am-6am),Toll Txn,536419012120226042706,KA01AQ9271,Karnataka,34161FA8203289DA1347ECE0,UNMAPPED GROUP,536419,Vembukudi,345.0,High (₹300-500),3817.9,3472.9,No
2026-02-12,Feb 2026,February,2,2026,7,Thursday,Weekday,0,1-Night (12am-6am),Toll Txn,250402106367,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,360028,SURAPATTU TOLLPLAZA,250.0,Medium (₹100-300),4067.9,3817.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,23,6-Late Night (10pm-12am),Toll Txn,0010032602112347102013,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,48001,Sullurpet Plaza NH 16,265.0,Medium (₹100-300),4332.9,4067.9,Yes
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,23,6-Late Night (10pm-12am),Toll Txn,536466012110226232018,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,536466,MERLAPAKA TOLLPLAZA,455.0,High (₹300-500),4787.9,4332.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,23,6-Late Night (10pm-12am),Toll Txn,3600320121102262307248,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,360032,Nallur Toll Plaza,270.0,Medium (₹100-300),5057.9,4787.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,0010012602112253518538,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,73002,Tangatur Toll Plaza,355.0,High (₹300-500),5412.9,5057.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,01000F2876007654553911,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,360034,Vanagaram Toll Plaza,180.0,Medium (₹100-300),5592.9,5412.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,250402051230,KA01AQ6425,Karnataka,34161FA8203289DA1347C820,UNMAPPED GROUP,360028,SURAPATTU TOLLPLAZA,250.0,Medium (₹100-300),5842.9,5592.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,0010002602112223514840,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,73002,Tangatur Toll Plaza,355.0,High (₹300-500),6197.9,5842.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,3600320111102262148424,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,360032,Nallur Toll Plaza,270.0,Medium (₹100-300),6467.9,6197.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,006219528534,KA01AQ9275,Karnataka,34161FA8203289DA134C1C80,UNMAPPED GROUP,536547,Mangapatnam Toll Plaza,185.0,Medium (₹100-300),6652.9,6467.9,Yes
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,21,5-Evening Peak (6-10pm),Toll Txn,352049005110226214610,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,352049,Chinaganjam FeePlaza,115.0,Medium (₹100-300),6767.9,6652.9,Yes
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,21,5-Evening Peak (6-10pm),Toll Txn,360049003110226213637,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,360049,Paranur,245.0,Medium (₹100-300),7012.9,6767.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,21,5-Evening Peak (6-10pm),Toll Txn,01B2021612171775188992,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,560016,Palavedu,110.0,Medium (₹100-300),7122.9,7012.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,21,5-Evening Peak (6-10pm),Toll Txn,006219329670,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,352039,Pottipadu,220.0,Medium (₹100-300),7342.9,7122.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,21,5-Evening Peak (6-10pm),Toll Txn,0010012602112105310754,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,73003,Musunur Toll Plaza,225.0,Medium (₹100-300),7567.9,7342.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,01M2021604919668428800,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,560014,Kolappancheri,85.0,Low (<₹100),7652.9,7567.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,3600320061102262040584,KA01AQ6425,Karnataka,34161FA8203289DA1347C820,UNMAPPED GROUP,360032,Nallur Toll Plaza,270.0,Medium (₹100-300),7922.9,7652.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,01E2021598330022547456,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,560015,Varadharajapuram Toll plaza,200.0,Medium (₹100-300),8122.9,7922.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,006219132431,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,352001,Nannur,290.0,Medium (₹100-300),8412.9,8122.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,006219093174,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,63101,Karapadu Toll Plaza,400.0,High (₹300-500),8812.9,8412.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,006219036276,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,49001,Kaza Toll PlazaMangalgiri,570.0,Very High (>₹500),9382.9,8812.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,0010032602111934101004,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,48003,Nellore Plaza NH 16,130.0,Medium (₹100-300),9512.9,9382.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,006218914131,KA01AQ6419,Karnataka,34161FA8203289DA1347C840,UNMAPPED GROUP,18001,Vikkravandi Toll Plaza,370.0,High (₹300-500),9882.9,9512.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,18,5-Evening Peak (6-10pm),Toll Txn,0010002602111854244353,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,48002,Budhanam Plaza NH 16,180.0,Medium (₹100-300),10062.9,9882.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,0010012602111749057671,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,48001,Sullurpet Plaza NH 16,265.0,Medium (₹100-300),10327.9,10062.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,006218584486,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,212001,Laxmipuram,510.0,Very High (>₹500),10837.9,10327.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,0010022602111739020219,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,556041,Beechagondanahalli,70.0,Low (<₹100),10907.9,10837.9,Yes
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,0010022602111735332679,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,73001,Bollapalli Toll Plaza,585.0,Very High (>₹500),11492.9,10907.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,0600010091102261705476,TS07UA9608,Telangana,34161FA8203289DA0A4D7240,UNMAPPED GROUP,60001,Krishnagiri Plaza,300.0,High (₹300-500),11792.9,11492.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,01000B2875811006665304,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,360030,Athur Toll Plaza,240.0,Medium (₹100-300),12032.9,11792.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,16,4-Afternoon (2-6pm),Toll Txn,360049004110226162005,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,360049,Paranur,245.0,Medium (₹100-300),12277.9,12032.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,16,4-Afternoon (2-6pm),Toll Txn,0010002602111611210839,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,352030,Madapam Toll Plaza,335.0,High (₹300-500),12612.9,12277.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,15,4-Afternoon (2-6pm),Toll Txn,352022005110226144604,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,352022,Nathavalasa,380.0,High (₹300-500),12992.9,12612.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,14,4-Afternoon (2-6pm),Toll Txn,0010022602111416075349,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,73002,Tangatur Toll Plaza,355.0,High (₹300-500),13347.9,12992.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,13,3-Midday (10am-2pm),Toll Txn,006217659725,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,352059,Dukkavanipalem TollPlaza,155.0,Medium (₹100-300),13502.9,13347.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,12,3-Midday (10am-2pm),Toll Txn,0010012602111248461604,KA01AQ9276,Karnataka,34161FA8203289DA134C1CA0,UNMAPPED GROUP,556025,Hosur Road P1 Toll,336.0,High (₹300-500),13838.9,13502.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,12,3-Midday (10am-2pm),Toll Txn,006217485214,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,352060,Marripalem TollPlaza,160.0,Medium (₹100-300),13998.9,13838.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,12,3-Midday (10am-2pm),Toll Txn,006217445536,KA01AQ0508,Karnataka,34161FA8203289DA13452D00,UNMAPPED GROUP,18001,Vikkravandi Toll Plaza,370.0,High (₹300-500),14368.9,13998.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,12,3-Midday (10am-2pm),Toll Txn,0010012602111205464524,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,73003,Musunur Toll Plaza,225.0,Medium (₹100-300),14593.9,14368.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,10,3-Midday (10am-2pm),Toll Txn,0010002602111043190300,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,48003,Nellore Plaza NH 16,130.0,Medium (₹100-300),14723.9,14593.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,006216858068,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,69001,Vempadu,485.0,High (₹300-500),15208.9,14723.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,0010022602110942247129,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,48002,Budhanam Plaza NH 16,180.0,Medium (₹100-300),15388.9,15208.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,3400570N9110226093650,KA01AQ9276,Karnataka,34161FA8203289DA134C1CA0,UNMAPPED GROUP,340057,Gananguru Toll Plaza,570.0,Very High (>₹500),15958.9,15388.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,9,2-Morning Peak (6-10am),Toll Txn,006216718636,TS07UA9608,Telangana,34161FA8203289DA0A4D7240,UNMAPPED GROUP,167001,Vaniyambadi TollPlaza,410.0,High (₹300-500),16368.9,15958.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,0010002602110758402498,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,48001,Sullurpet Plaza NH 16,265.0,Medium (₹100-300),16633.9,16368.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,0010012602110716003505,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,556041,Beechagondanahalli,145.0,Medium (₹100-300),16778.9,16633.9,Yes
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,006216373047,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,552004,Kovvuru,219.0,Medium (₹100-300),16997.9,16778.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,7,2-Morning Peak (6-10am),Toll Txn,006216357973,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,70001,Krishnavaram,375.0,High (₹300-500),17372.9,16997.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,6,2-Morning Peak (6-10am),Toll Txn,0010012602110620054627,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,48001,Sullurpet Plaza NH 16,265.0,Medium (₹100-300),17637.9,17372.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,6,2-Morning Peak (6-10am),Toll Txn,260211061144252570722,KA01AQ6418,Karnataka,34161FA8203289DA1347C7A0,UNMAPPED GROUP,119001,Hoskote Toll Plaza,80.0,Low (<₹100),17717.9,17637.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,5,1-Night (12am-6am),Toll Txn,352049003110226054526,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,352049,Chinaganjam FeePlaza,235.0,Medium (₹100-300),17952.9,17717.9,Yes
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,5,1-Night (12am-6am),Toll Txn,3520560L4110226052107,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,352056,VeeraValli TOLLPLAZA,555.0,Very High (>₹500),18507.9,17952.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,4,1-Night (12am-6am),Toll Txn,0010032602110450068042,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,48001,Sullurpet Plaza NH 16,265.0,Medium (₹100-300),18772.9,18507.9,Yes
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,4,1-Night (12am-6am),Toll Txn,006216048166,TS07UA9608,Telangana,34161FA8203289DA0A4D7240,UNMAPPED GROUP,167002,Pallikonda Toll Plaza,385.0,High (₹300-500),19157.9,18772.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,4,1-Night (12am-6am),Toll Txn,0010032602110402233198,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,48002,Budhanam Plaza NH 16,180.0,Medium (₹100-300),19337.9,19157.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,3,1-Night (12am-6am),Toll Txn,3600320101102260346244,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,360032,Nallur Toll Plaza,130.0,Medium (₹100-300),19467.9,19337.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,3,1-Night (12am-6am),Toll Txn,0010012602110316081212,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,48003,Nellore Plaza NH 16,130.0,Medium (₹100-300),19597.9,19467.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,3,1-Night (12am-6am),Toll Txn,536419002110226030328,KA01AQ9271,Karnataka,34161FA8203289DA1347ECE0,UNMAPPED GROUP,536419,Vembukudi,345.0,High (₹300-500),19942.9,19597.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,2,1-Night (12am-6am),Toll Txn,536520B011102260212501,KA01AQ9271,Karnataka,34161FA8203289DA1347ECE0,UNMAPPED GROUP,536520,Manambadi,350.0,High (₹300-500),20292.9,19942.9,No
2026-02-11,Feb 2026,February,2,2026,7,Wednesday,Weekday,0,1-Night (12am-6am),Toll Txn,006215655789,KA01AQ9275,Karnataka,34161FA8203289DA134C1C80,UNMAPPED GROUP,536547,Mangapatnam Toll Plaza,365.0,High (₹300-500),657.9,292.9,Yes
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,22,6-Late Night (10pm-12am),Toll Txn,01000B2875156034379296,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,360034,Vanagaram Toll Plaza,180.0,Medium (₹100-300),837.9,657.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,21,5-Evening Peak (6-10pm),Toll Txn,0010022602102127505108,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,73003,Musunur Toll Plaza,225.0,Medium (₹100-300),1062.9,837.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,21,5-Evening Peak (6-10pm),Toll Txn,0010002602102111265932,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,48002,Budhanam Plaza NH 16,180.0,Medium (₹100-300),1242.9,1062.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,250401207092,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,360028,SURAPATTU TOLLPLAZA,250.0,Medium (₹100-300),1492.9,1242.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,0010022602102030190495,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,48003,Nellore Plaza NH 16,130.0,Medium (₹100-300),1622.9,1492.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,3600320051002262019523,KA01AQ6427,Karnataka,34161FA8203289DA1347C7C0,UNMAPPED GROUP,360032,Nallur Toll Plaza,270.0,Medium (₹100-300),1892.9,1622.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,0010012602102009066691,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,73002,Tangatur Toll Plaza,355.0,High (₹300-500),2247.9,1892.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,20,5-Evening Peak (6-10pm),Toll Txn,260210200700478255349,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,352027,Kalaparru Toll Plaza,240.0,Medium (₹100-300),2487.9,2247.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,006214779161,KA01AQ9274,Karnataka,34161FA8203289DA134C1C60,UNMAPPED GROUP,352039,Pottipadu,220.0,Medium (₹100-300),2707.9,2487.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,006214778492,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,352001,Nannur,290.0,Medium (₹100-300),2997.9,2707.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,0010032602101923122636,KA01AR9849,Karnataka,34161FA8203289DA134C3C00,UNMAPPED GROUP,73002,Tangatur Toll Plaza,355.0,High (₹300-500),3352.9,2997.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,19,5-Evening Peak (6-10pm),Toll Txn,006214638185,KA01AQ9271,Karnataka,34161FA8203289DA1347ECE0,UNMAPPED GROUP,18001,Vikkravandi Toll Plaza,370.0,High (₹300-500),3722.9,3352.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,18,5-Evening Peak (6-10pm),Toll Txn,0010022602101847507186,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,73003,Musunur Toll Plaza,225.0,Medium (₹100-300),3947.9,3722.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,18,5-Evening Peak (6-10pm),Toll Txn,536466010100226182848,KA01AQ9275,Karnataka,34161FA8203289DA134C1C80,UNMAPPED GROUP,536466,MERLAPAKA TOLLPLAZA,455.0,High (₹300-500),4402.9,3947.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,18,5-Evening Peak (6-10pm),Toll Txn,0010022602101800533459,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,73001,Bollapalli Toll Plaza,585.0,Very High (>₹500),4987.9,4402.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,006214347305,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,352013,Chapirevula,430.0,High (₹300-500),5417.9,4987.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,17,4-Afternoon (2-6pm),Toll Txn,0010032602101700310681,KA01AQ9272,Karnataka,34161FA8203289DA1347C860,UNMAPPED GROUP,73002,Tangatur Toll Plaza,355.0,High (₹300-500),5772.9,5417.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,16,4-Afternoon (2-6pm),Toll Txn,0010002602101634028803,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,48001,Sullurpet Plaza NH 16,265.0,Medium (₹100-300),6037.9,5772.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,16,4-Afternoon (2-6pm),Toll Txn,01000K2874921931610568,KA01AQ9271,Karnataka,34161FA8203289DA1347ECE0,UNMAPPED GROUP,360030,Athur Toll Plaza,240.0,Medium (₹100-300),6277.9,6037.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,16,4-Afternoon (2-6pm),Toll Txn,006213965095,KA01AQ6424,Karnataka,34161FA8203289DA1347C800,UNMAPPED GROUP,234002,Chagalmarri Toll Plaza,310.0,High (₹300-500),6587.9,6277.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,15,4-Afternoon (2-6pm),Toll Txn,0010022602101552320850,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,48002,Budhanam Plaza NH 16,180.0,Medium (₹100-300),6767.9,6587.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,15,4-Afternoon (2-6pm),Toll Txn,006213817129,KA01AQ6420,Karnataka,34161FA8203289DA1347C7E0,UNMAPPED GROUP,49001,Kaza Toll PlazaMangalgiri,570.0,Very High (>₹500),7337.9,6767.9,No
2026-02-10,Feb 2026,February,2,2026,7,Tuesday,Weekday,14,4-Afternoon (2-6pm),Toll Txn,0010002602101452272122,TS07UA9602,Telangana,34161FA8203289DA0A4D7220,UNMAPPED GROUP,48003,Nellore Plaza NH 16,130.0,Medium (₹100-300),7467.9,7337.9,No
